,rating,single_review
6549,5.0,I am a musician and as such have used a variety of headphones and earbuds
6550,5.0," For recording you want a flat response but for pleasure, you want a slightly sweetened sound"
6551,5.0, I have two pair of Bose earbuds that I really like but I was shocked at how good these AirPods sounded
6552,5.0, I heard instruments I’d not heard before
6553,5.0, Better stereo separation and great deep but articulated bass
6554,5.0,"And they run for hours, handle voice commands perfectly and are great in my office for phone work"
6555,5.0, And they literally recharge to 100% in 15 minutes
6556,5.0,These are the best sonic and overall earbuds I’ve ever owned
6557,1.0,Amazon publicly states in their website that these airpods are BRAND NEW
6558,1.0," When I received mine and paired it with my iPhone, I discovered that ""Daniel's Airpod"" now showed up in my iPhone's Bluetooth settings"
6559,1.0," Obviously, Daniel previously bought this set of airpods and named his bluetooth connection"
6560,1.0," So much for brand new, unopened product"
6561,1.0, I had so much trouble figuring out how to use the product because the product documentation was so small I had to use a magnifying glass too read it
6562,1.0, And the documentation didn't make sense
6563,1.0," One side of this really small, folded piece of paper was in English, the other side was Chinese"
6564,1.0," One section had numbered instructions: 1, 2, 3, 4, 6"
6565,1.0, Yes
6566,1.0, They skipped #5
6567,1.0, That is a real Apple product
6568,1.0,I ended up returning this product to Amazon and ordering earpods directly from Apple
6569,1.0, What a difference between this and Amazon's product
6570,1.0,Do NOT buy this
6571,5.0,These were cheaper to order on Amazon then ordering from Apple
6572,5.0, My daughter loves these and the fact that you can use only one at a time as well
6573,5.0, The fact that she has long hair you cant even tell she is wearing them at all
6574,5.0, She can bring up Siri and talk on the phone all without having to even touch her phone
6575,5.0,If you are leaning towards getting these then DO IT
6576,5.0, I was hesitant because of how expensive a pair of wireless headphones are
6577,5.0," What made me cave was ordering a ""highly reviewed"" set of knock off ones that were just horrible and couldnt connect to each other and when they finally did one kept cutting out"
6578,5.0, So I decided to get the real ones
6579,5.0, I was seeing great reviews so I bought them and then it offered me Apple Care+ which I did purchase
6580,5.0, Thats when I was getting really nervous because I was seeing all the bad reviews of people getting used ones and scratched ones
6581,5.0," I even seen a review where someone said they couldn't connect them and only one worked, which was what I was afraid of"
6582,5.0, Well I looked on my amazon order after it had shipped and it gave me a serial number
6583,5.0, I checked it with apple and it was indeed an apple product
6584,5.0, Still a little worried at that point
6585,5.0, I got home that day and opened the amazon box and was very happy that it was in a sealed package and very brand new
6586,5.0, I was very hopeful since I bought the Apple Care+ there was no way it wasn't legit
6587,5.0, I opened the package and flipped the lid open and they connected to my phone within less than 5 seconds and I was on my way
6588,5.0, I din't have to charge them at all and they lasted all night til I went to bed
6589,5.0, They cancel outside noises out the louder they are
6590,5.0, They are very comfortable
6591,5.0, The sound quality is amazing
6592,5.0, You hear certain songs a little differently(in a better way)
6593,5.0, You hear parts of the song that weren't all that clear before
6594,5.0, Its hard to explain what I mean and you'd have to get them to understand
6595,5.0, I was never one to really like Apple
6596,5.0," But now I have an iPhone XR, an iPad and now Airpods and I am so happy that I caved in and bought them"
6597,5.0, If I could give 10 stars I would
6598,5.0, GET THESE AIRPODS
6599,5.0, And just make sure you are buying from Apple and not a third party
6600,5.0, If they offer you an Apple Care+ then it is legit from Apple
6601,5.0, Sorry for the long review but you guys have to know
6602,5.0,Best Christmas gift
6603,5.0," Long battery life, great sound on songs and videos but also calls"
6604,5.0, Love that it pauses my video if it falls out of your ear
6605,5.0, My daughter so very happy
6606,5.0," We’ve owned a few from random Brands from China, which were surprisingly good don’t get me wrong lol but there’s an immediate difference in all ways"
6607,5.0,Headphones are great and make chores and gym easier as I don’t get the wire snagged like my other headphones in random things
6608,5.0, Battery life is awesome and I’m between uses the charger case makes quick work of charging
6609,5.0," I was concerned about running out of batteries because I will have heavy use occasionally, but the case charges the pods quick and the case charges fully in like 10 minutes with them inside"
6610,5.0," GREAT buy, especially with Prime Day prices"
6611,5.0, Only issue is they don’t seem to cancel as much noise
6612,5.0, Maybe because of some of the tech lime automatically pausing when one comes out kinda thing
6613,5.0, Who knows
6614,5.0, Also when you get sweaty you have to pay more attention because they slide a little easier but overall an amazing upgrade to my wired ones
6615,4.0,Bought in March for my birthday
6616,4.0, I was very excited and happy the first few months
6617,4.0, Last two months I noticed that the battery ran very short
6618,4.0, As matter of fact I use it much less these days and wonder if it’s genuine APPLE product
6619,4.0, Very disappointed as for now
6620,4.0," Back in summer I spent lot of time in gardening, listening to music and podcast"
6621,4.0, Now I only use for few phone calls
6622,4.0, I would like the seller to contact me to see if a replacement can be granted
6623,4.0, Otherwise I’ll need a new one
6624,4.0,Thank you for listening
6625,4.0,Good sound quality
6626,4.0, I can just tap on it to play it but I haven't found a way how to pause it using just a tap
6627,4.0, My previous ear-bud gave me difficulty while using it for call and conversations
6628,4.0, This one I like it much as no echo issue and able to hear each other quite well with good quality as well
6629,4.0," Not all ear-buds fits well in my ear, but and this one too doesn't fit very well for long time, but for short duration it fits well"
6630,4.0," I am sure the issue must be with my ear, and nothing wrong with this product"
6631,4.0, It is a good quality ear-bud
6632,1.0,FRAUD
6633,1.0, I received one Apple AirPod (left ear) and an off brand (right ear)
6634,1.0, I knew something wasn’t right when it kept disconnecting from Bluetooth
6635,1.0, I usually wear one pod at a time but I put them both in my ear at the same time and noticed that one was longer than the other
6636,1.0, See the picture for example
6637,1.0," If you’re going to sell off brand headsets, don’t attach the name Apple AirPods to it, to make it seem like it’s legitimate because it’s not"
6638,1.0, I will never purchase from this seller again
6639,5.0,"I didn't want to ""pay the price"" for authentic airpods and I tried off brands and other types but none are as good as the real thing"
6640,5.0," I like these better than the 3rd generation because I don't like the ""squishy"" noise cancellation ear piece because I like to be able to hear alittle bit while I am walking (like cars and dogs approaching)"
6641,5.0, These sound good and the batteries last a long time
6642,5.0, Glad I finally bit the bullet and got another pair after losing my first one
6643,1.0,These WERE amazing
6644,1.0, Then out of no where the left microphone stopped working and no one could hear me
6645,1.0, Then a few months later the right microphone stopped working and I couldn’t use them to talk to anyone but I could still listen to music
6646,1.0, NOW both have completely stopped working and I can’t use them to talk on the phone and I can’t even listen to music on them anymore
6647,1.0, ABSOLUTE garbage for 150 bucks
6648,1.0, Buyer beware and look elsewhere
6649,5.0,"I always told myself I wouldn't get these because they looked so stupid, but I broke down one day and tried them out"
6650,5.0,now I'll never go back
6651,5.0, They are so easy to connect
6652,5.0, I was worried they would fall out of my ear easily but they don't
6653,5.0, Great to use when you are at the gym or need to have your hands free without a cord in your way
6654,5.0, You can change the settings on the double tap feature for each ear
6655,5.0, I wish there were more options (like a triple tap or something else)
6656,5.0,"most of the time I only have one in so I am limited in what I can do without picking up my phone, but this is a very minor inconvenience"
6657,1.0,"If you have any problems, Apple will walk you through troubleshooting steps, then send you to Apple"
6658,1.0, Apple fixed but then issued reoccurred and now out of Amazon’s return timeframe
6659,1.0," Now having to go back to Apple, but they won’t refund"
6660,1.0, Just keep having to get issue repaired again until warranty runs out
6661,1.0," I love AirPods, but there is virtually no way to get a refund for a defective set, it seems"
6662,1.0, skip the hassle and purchase them directly from Apple
6663,1.0,Do not buy these
6664,1.0, I am not sure if it is because new airpods are out or if this is not through apple directly
6665,1.0," My AirPods constantly fail to connect, and at least once a week i will leave both in the charging case only to have one of them be dead when i wake up"
6666,1.0, Absolutely horrible product and doesnt work more often than it does
6667,1.0, Please do not waste your money like I did
6668,4.0,I have very small ears apparently
6669,4.0, I have spent 100's of dollars trying to find a pair of headphones that work for me
6670,4.0, these are still not them
6671,4.0, If you have small ear holes these will fall out constantly
6672,4.0," So, I honestly hate using these so much"
6673,4.0," BUT, with all that being said, they are VERY comfortable"
6674,4.0, they do not hurt my ears at
6675,4.0," again small ear holes, a lot of headphones start hurting within 30 minutes of wearing them"
6676,4.0, The sound is REALLY good
6677,4.0, The convenience is the only reason I didn't return them
6678,4.0, The battery life lasts FOREVER
6679,4.0, I think I have charged them three times since I got them * I don't use them everyday*
6680,4.0, They connect really easily too
6681,4.0, If you have small ears hard pass but if you have normal ears then these are for you
6682,4.0, The best way to know if they will fit and stay in is to wear the ones the phone came with
6683,4.0, exactly the same fit without the mess of a cord
6684,2.0,Very Disappointed with this Apple product
6685,2.0, Had it for two years and didn’t think of buying the extended warranty as you’d think with the name of “Apple” it meant American even though made in China
6686,2.0, Nope just another Chinese POS product
6687,2.0, Thanks Apple for taking my money in me buying this one of a kind worthless junk novelist item
6688,2.0, So appreciative
6689,2.0, But lived up to the standards of its other products living vicariously through them such as their phones lasting about two years
6690,2.0, Criminal
6691,1.0,I purchased this back in October
6692,1.0," When I received them I notice a like burned spot inside the case, but because I have very little time to worry about small marked I decided to overlook "
6693,1.0," Every time I used them no one could hear me on the other end, i was traveling, so I was going to deal this in a later day"
6694,1.0," When I finally return I contacted Amazon, I was told that was to late and to have apple care deal with the issue, when I called Apple care I discover that not only the serial number was not listed "
6695,1.0," no date of manufacturing, and possibly a refurbished item"
6696,1.0, Now they don’t even turn on
6697,1.0, I called amazon and the response was 
6698,1.0, too bad go to Apple care
6699,1.0, Amazon as changed
6700,1.0, i this point I am to believe they selling refurbished item for new
6701,1.0, they costumers support is unsupported
6702,1.0, they disconnected the call while I was talking
6703,5.0,Had these air pods for 10 months
6704,5.0, Still works great
6705,5.0," Just advise that you have to clean these periodically, as it will tend to get dirty very quickly"
6706,5.0,These air pods are quite light and very durable which is expected for a product coming from Apple
6707,5.0," Sound quality is nice, but there are other air pods out there that may perform better"
6708,5.0," So far, its status for longevity is still being observed, as I only had it for 10 months"
6709,5.0, I will keep this post updated if anything changes from this product
6710,5.0,I started teaching my yoga classes via zoom out of necessity
6711,5.0," I set up my iPad and everything worked great, except the sound"
6712,5.0, I had to speak at full volume for anyone to hear me
6713,5.0, It was exhausting
6714,5.0, Then another teacher recommended these
6715,5.0, I was hesitant to spend so much money hoping for a less costly solution
6716,5.0, Finally gave these a try and I’m sorry it took so long
6717,5.0, I can have my head down in a pose demonstrating and talking and can be heard by everyone
6718,5.0, Love them
6719,5.0, And I use them for listening to music or movies too
6720,5.0, Brilliant product
6721,5.0,I got these for a good price on Black Friday - I never used earbuds much because they were uncomfortable and/or didn’t fit right
6722,5.0, I’ve been using them every day since they arrived
6723,5.0, The sound quality is good ‘nuf for me and I like the fit
6724,5.0, I’m a little concerned that some people had problems with them not working after a short time so i will update if that happens
6725,5.0, So far so good
6726,4.0,"reviews say that they are not apple products, that's a lie, they are"
6727,4.0," now with all electronical products that get QC'ed in bulk there is always a chance of product failure, that being said we contacted apple and a free replacement was sent and all is well, the replacement arrived quickly two or three days, but nonetheless quickly, for the value I recommend them, and I recommend the you also by the apple warranty, as it does come in handy, and very easy to use"
6728,5.0,If you are not a fan of silicon plugs and have around 100$ to shell out these 2nd gens are nice as crap
6729,5.0, Something about how fast they connect and I guess my ears evolved specifically for these as they are comfortable
6730,5.0, I don’t regret buying them to any degree
6731,5.0,I never thought I would own a pair of these since I would prefer wired headphones but since I got a new iPhone and it didn’t come with a headphone jack I went ahead and bought this
6732,5.0, So far I’ve been impressed with these AirPods because I could be listening to music or a podcast and just have the phone sitting on a table
6733,5.0, Battery life is excellent since I don’t use it often but I always charge it when I’m done using them
6734,5.0, Overall I’ve been enjoying my AirPods
6735,2.0,Overall I'm impressed with the sound quality
6736,2.0, The connectivity works 90% of the time (sometimes only one Earpod connects)
6737,2.0, Another complains is that there is no external charging light indicator
6738,2.0, You have to open the case to confirm that the device is being charged
6739,2.0, However my biggest complaint is that there is a ridge between the two pieces of molded plastic which has a cutting affect on my ears
6740,2.0, My ears literally bleed after wearing them for a week
6741,2.0," These are my second Generation 2 Apple EarPods, both have the same problems"
6742,2.0," For the price, I expect more from Apple"
6743,2.0,The airbuds worked great for a few weeks and then the right earbud stopped working completely
6744,2.0, I tried everything to get it to work - reconnecting
6745,2.0, Called Apple customer service and they said i would need to pay $70 and return the earbud that wasn't working and they would send me a new one
6746,2.0, What kind of warranty is that
6747,5.0,These Airpods came in brand new as expected
6748,5.0, I got these for my girlfriend since she got me some so I had to return the favor haha
6749,5.0, They have an amazing sound quality and they connect to your phone almost right away
6750,5.0, It’s a little more difficult for people like me who only use one side most of the time since sometimes they won’t catch that it’s in your ear but they’re still great products
6751,5.0,"The charging speed of Airpods is INSANE, you can fully charge them in like 30 minutes"
6752,5.0, When your Airpods die you can put them in the case and they’ll get charged most of the way in like 10 minutes and they still last a long time before having to charge them
6753,3.0,Overall AirPods are a good product and they do well for what they are intended
6754,3.0," Apple’s standard ear bud design (like these) really sucks, and so my wife likes these, but I refuse to use any Apple’s standard bud design devices anymore, because the design sucks so bad and they constantly fall out (AirPods Pro in-ear design is far better, but AirPods Pro are even more of a rip-off than these standard AirPods)"
6755,3.0," My bottom-line recommendation, is if you can live with the heavier and larger Amazon Echo Buds, the latter are a FAR better value for the money, and work just as well as AirPods"
6756,1.0,"Once I dropped my AirPod at TSA, I turned around 2 seconds later to find the one AirPod and the feature to find my that was ringing stopped though the AirPod wasn’t dead"
6757,1.0, Since then I haven’t been able to connect my other AirPod all though my AirPod is charged and all
6758,1.0, I tried to reset and nothing
6759,1.0, So now I need to buy a whole new set
6760,1.0," I have insurance, so hopefully I can get it resolved"
6761,5.0,"I have only had the AirPods for a few days but for those of you who have wondered if any of the knock offs are comparable to the Apple AirPods, my answer is that at least the one I tried is not"
6762,5.0," The charging case and earbuds look almost identical to the Apple AirPods, but that’s where the similarities end"
6763,5.0," The knock-off’s earbuds don’t fit the ear the same way and fall out easily, the connection between the iPhone and the earbuds is spotty, the battery life is not anywhere near what the AirPods offer, and controlling the knockoff is a nightmare"
6764,5.0," If you’re waffling about spending the money and you really want excellent sound quality and the rest of the differences, spend it"
6765,5.0," Yes they are priced higher than I wish they were, but the difference is worth it, at least from my perspective"
6766,5.0,1
6767,5.0,) First I was disappointed with the fit in my ear
6768,5.0, My old Apple wired Earbuds sounded better
6769,5.0,It can be tricky to position them in your ears
6770,5.0, I played around with them for a time until I was getting the full spectrum of sound
6771,5.0, With my ears the stem of the Airpods have to be at about 45degrees pointing forward
6772,5.0,2
6773,5.0,) Many people question if they are 2nd Gen Airpots
6774,5.0, Mine are
6775,5.0,If the model number is A2031 or A2032 then they are 2nd Generation
6776,5.0, People should go to the Apple website/Airpod support and read everything about the different versions of Airpods and Cases
6777,1.0,"I bought this ""NEW"" airpods, and NOT ONLY they where used, but they where BROKEN"
6778,1.0,"As I got them more than 60 days later than when I bought them, amazon did not return me the money and there was nothing that they could do"
6779,1.0,"Luckily the airpods are originals, so apple did change both earbuds"
6780,1.0," But I lost 5 month of warranty and of course the charging case is used, as the airpods were being used since September 2020 by I dont know who and I got them on February 2021"
6781,4.0,DON’T LET YOUR CHARGING CASE GET TO 0% BATTERY
6782,4.0,I have owned these AirPods for a little over a month
6783,4.0," During that time, my AirPods where amazing, great sound quality, great battery life, and it doesn’t fall out the ears"
6784,4.0, It’s way better than the standard earphones that you get with a new iPhone
6785,4.0,"The problem occurred when I let my charging case get to 0% battery for the first time, I didn’t think it would do much since I could always charge it"
6786,4.0," Unfortunately, the charging case was completely unresponsive, it never turned back on despite leaving it charging for more than a day (yes I used different chargers and yes they all worked on my phone)"
6787,4.0, I contacted apple about it and I was offered a $40 replacement for a problem I didn’t ask for
6788,4.0, Apple is so greedy lol
6789,4.0," Nevertheless the product is solid for the most part, just never let the charging case reach 0%"
6790,5.0,I love them
6791,5.0, I’ve been one of those people who never wanted earbuds but i finally decided to try them as they were on sale
6792,5.0," I’m so glad i did, i love them"
6793,5.0," The sound is great, no noise and they last a long time battery-wise"
6794,5.0," I have tinnitus in my ears so I’m a little hard of hearing but with these i have no problem hearing, somehow it knocks the tinnitus out, wish the hearing aid worked as good"
6795,2.0,I purchased these AirPods for $99
6796,2.0, After receiving them and charging them overnight I use them for one hour
6797,2.0, the left AirPod lost 50% of its power during that one hour of use
6798,2.0, I contacted Apple to see if I could get a warranty replacement
6799,2.0, After confirming the serial number several times Apple was not able to confirm the legitimacy of the AirPods
6800,2.0, I immediately sent them back to Amazon
6801,2.0,They appear to be legitimate
6802,2.0, They look to be brand new the packaging appeared to be new and legitimate
6803,2.0, However I got a little gun shy after Apple could not verify the serial number
6804,3.0,I keep losing these because they just wont fit snug
6805,3.0, They're not noise cancelling so i hear a bunch of crap
6806,3.0,"But if apple keeps making these damn things, i will keep buying"
6807,3.0," heard they announced a 500$ earpod, just take all my money now"
6808,3.0,"these aren't particulary great headphones, just hip and you gotta ""get in with the crowd"""
6809,4.0,I LOVE the quality of these ear buds
6810,4.0, The issue I have is that twice in a week the right one has quit working
6811,4.0, I have had these less than a week
6812,4.0, I think they arrived on Monday
6813,4.0, I had to delete off my phone and then reinstall them to make it work
6814,4.0, Then yesterday the right one turned off
6815,4.0, I could not get it to come back on
6816,4.0, I put them in case and it showed battery was just 3%
6817,4.0, I wear them all day but probably did not use them to talk on phone but maybe one time for about 5 min
6818,4.0, They do not seem to be holding a charge for very long
6819,4.0, That is quite disappointing
6820,4.0, They should for sure hold the charge at least the entire day
6821,5.0,I gave sound quality a 4 star because overall that is how I view them
6822,5.0," Listening to music, ummm not so optimal but it is bearable but this come from someone that has Bose headphones"
6823,5.0," But I didn't purchase these for music obviously, so the features it has and the quality of sound for call taking is great"
6824,5.0, It actually what I expected and exceeded expectations which is why i bought the less expensive version only used for taking calls on the go and around the house
6825,5.0," Perfect for that plus have almost the same features as the pro, honestly we think too much into headhones when purchasing them, their headphones, very expensive ones but these are used for what"
6826,5.0," taking calls , reading text being able to be wireless not for anything complicated like operating a computer lol okay ill go now, im just saying"
6827,5.0," Don't spend the money if your confused on which one to get, get this one it will work just as good as the others with the same features besides transparency and I have that when I choose, its called pause whatever im doing and move on"
6828,5.0," Hope this helped, be blessed"
6829,5.0, :)
6830,5.0,"out of all the buds I have tried, these are really top notch for music, they don't seal your ear, so theirs no ear pressure, the call quality is outstanding"
6831,5.0, I can hear everything quite clearly on the other end when I call my wife
6832,5.0," It was not like that with all the other wireless buds I have tried, including my pair of BeatsX"
6833,5.0, It's like it's a wired connection
6834,5.0, The new H1 chip is really great
6835,5.0," That being said, they are not as comfortable as my beatsX, I can wear those all day"
6836,5.0, These I couldn't wear for more than 20 mins before they started hurting my ears alot
6837,5.0," If you have small ears, these may do the same for you and you may need the beatsX style earbuds like me"
6838,5.0,"I recently upgraded my AirPods - I have a 2017 pair, and I just upgraded to a 2020 pair"
6839,5.0, It's absolutely worth it
6840,5.0,The battery life is so much better
6841,5.0," Also, it reads your texts to you and Siri will even let you text back just by talking to her"
6842,5.0, These ones are so much better
6843,5.0,Highly recommended - worth the money
6844,1.0,These are Previously Owned
6845,1.0, not new
6846,1.0, Mine belonged to Dr
6847,1.0, Antonio
6848,1.0," In addition, they had scuff marks on the case as well, with a bit of Dr Antonios hand grease or pocket dirt on the case button"
6849,1.0," Incredibly, they were sealed like a new pair"
6850,1.0," If you don't want a used pair, avoid these"
6851,1.0," These work fine, but I did not pay for a used item, or should I say Preowned"
6852,1.0,Good point is that Amazon took care of me on this purchase
6853,1.0, Thank you Amazon
6854,1.0, SHAME on you APPLE STORE
6855,1.0, Shameful sales practice
6856,1.0,I bought these as a gift
6857,1.0," Not used or refurbished, NEW"
6858,1.0, Upon receiving I noticed the plastic wrap was missing
6859,1.0," I opened the box and all appeared to be ok, the wrap around the case was intact, information was there, charge cord there"
6860,1.0,"When I gave the gift, we opened up to charge and I saw it didn’t look shiny and new- there were scratches"
6861,1.0, And then from my pictures you can see they are dirty- with someone’s earwax
6862,1.0, Ewwwww
6863,1.0,I am promptly sending back and will re purchase at a store where I can see they are brand new
6864,1.0,"I personally love my air pods and so does my son, but I would not recommend purchasing them unseen"
6865,5.0,I have only had these about a week so we will see how they do over time but my first impressions are very positive
6866,5.0, I have had two sets of cheaper ear phones that have had horrible battery life and pretty short lives overall so I decided to spend the money on Apple air-pods this time
6867,5.0, The battery time is much better and when they do need to be charged the fact that they recharge in their carrying case is a big deal
6868,5.0, I've gone a couple of days without having to plug them back in to a power source
6869,5.0, Sound quality has been good to this point
6870,3.0,I had two issues with these ear buds (which I eventually returned)
6871,3.0," First, I do not have an apple phone, and while the ear buds are supposed to work with other devices - and they do - the sound quality is quite poor"
6872,3.0, the volume level is just so-so at max volume
6873,3.0, I was disappointed because the item I wanted them to work with was an Apple product (IPod Nano)
6874,3.0, I took it to the Apple store near me and the tech person who worked with me agreed
6875,3.0," So, if you are buying to work with your Apple phone (which my wife has), they are fine"
6876,3.0, Other than that and you will be disappointed
6877,2.0,"the airpods were super good when i first got them, i got them when the airpod “2"
6878,2.0,0” came out and i decided to save money and buy these because i didn’t need the wireless charging feature
6879,2.0," when i got them they worked flawless, if only they had stayed that way"
6880,2.0, they started to cut in and out as if i was walking too far away from them when i was still right next to them
6881,2.0, i searched far and wide to figure out what was wrong with them but no one seemed to have this problem
6882,2.0, i reset them over 100 times pissed off because i had just spent 160 dollars on earbuds that had the durability of paper
6883,2.0, keep in mind i didn’t drop them a single time when this had happened
6884,2.0, i ignored it and just used one earbud
6885,2.0, this became a big problem when i wanted to block out noise when riding the bus etc
6886,2.0," the problem with the airpods is that they don’t block out any noise whatsoever so u find urself turing it up to block out the noise but once it gets quiet you realize ur making ur ears want to die from the loud noise, and once i wanted to use two i noticed it got quiet on one earbud and loud in the other"
6887,2.0, i had heard rumors about them becoming quiet due to wax build up but i made sure my ears stayed clean 24/7
6888,2.0, but it happened to me anyways
6889,2.0," i searched up how to fix it and i used all the things they told me to do, but nothing worked"
6890,2.0," so i did the only thing i knew would actually work, i poked out the mesh inside of the airpod where the music comes out"
6891,2.0," ta da worked like magic, to this day they haven’t become quiet, but they still have the stupid cutting in and out problem"
6892,2.0, anyways if u buy these and they cut in and out go return them because you have a year warranty and i didn’t notice that so don’t mess up like i did and poke out the mesh in the earbud and void ur warranty
6893,5.0,let me start with there are 5 people in my house
6894,5.0," Which all have apple phone, I pads and air pods"
6895,5.0, I got my daughter air pods for Christmas 2019
6896,5.0, Since the left ear bud stopped working and the case has metal fragments in it
6897,5.0, Cleary a defective case
6898,5.0, I called customer support and was given 2 options
6899,5.0, Take it to a apple store or best buy
6900,5.0, All which are closed in PA due to Covid 19
6901,5.0, Or pay a refundable deposit of 59
6902,5.0,00 for the ear bud and 69
6903,5.0,00 for the case
6904,5.0, I don't feel like I should have to make that large of a deposit since they were 99
6905,5.0,00 new
6906,5.0, I asked for a manager
6907,5.0, Who also said that is all I can offer you at this point
6908,5.0, This burned my
6909,5.0,"butt, since I have spent a lot of money on Apple products over the years"
6910,5.0, May I say I my self have switched to Samsung
6911,5.0, At this point I'm tempted to switch my entire family too
6912,5.0, You can be loyal like a dog
6913,5.0, But you will be beat with the news paper for sure
6914,5.0, They won't dare go out of there way to help you
6915,5.0, I'm so over the BS with the customer service dept
6916,1.0,Ordered back in May 2020 charging case isn’t working as of July 2020 so the return window is closed had to go through apple support and they wanted $70 to replace the charging case on top of the $130+ that I had already spent that would make $200
6917,1.0," All I needed was what I payed for, which is a working AirPod case the Earbuds still work"
6918,1.0, So thanks but no thanks
6919,1.0," This is the second pair I’ve gone through from the year prior, I feel absolutely cheated out of my money so yes I am leaving a bad review for the faulty product you sold me"
6920,1.0, Don’t bother at this point trying to make it right
6921,5.0,Great airpods
6922,5.0," Low latency, good sound quality"
6923,5.0, Please put in the dissription that these are GENERATION 2 Airpods so people won't get confused to whether they are getting gen 1 or gen 2 airpods
6924,5.0," I had to look up my serial number on the apple site to make sure, and these are generation 2 airpods"
6925,5.0, not generation 1
6926,5.0, So this is truly the latest model
6927,5.0," And please don't get confused, these are not Pros, but the latest non pro model (generation 2)"
6928,2.0,These were alright until they stopped working
6929,2.0," Overall, the quick connection and being able to have either the right or left earbud in was great"
6930,2.0, They work smoothly with the apple software
6931,2.0," However, I would not recommend these for runners"
6932,2.0, I was unable to keep them in my ear when running and was constantly worried about them falling out
6933,2.0, After three months of regular use the right earbud stopped working
6934,2.0," For something this expensive, they should last much longer"
6935,2.0, I would recommend getting a cheaper pair from somewhere else
6936,2.0, They will work just as well for a fraction of the price
6937,4.0,"Clean standard issue although I would prefer easily the jbl club pro and plus for 80 bucks but since I am on ios the software is a pleasant surprise for Siri and calls it’s smoother than I could ever imagine, the fit is a bit good and bad it collects grime easily and you should probably buy a case, but it’s a ok value option for a clean experience if you have an iphone"
6938,1.0,The battery Apple used for this product is probably the worst in line
6939,1.0, After half a year of using the airpods literally only last 2 hrs and I had to alternate …
6940,1.0,"And after using these for about a year, my friends told me my voice over the phone was choppy and was hard to pick up"
6941,1.0, I tested a few times and found out it was the mic in the left pod that wasn’t working
6942,1.0," When I brought these to the Genius Bar they wouldn’t even try to figure out the issue and refused to fix it, simply told me to “buy a new pair”"
6943,1.0,"I’ve been using apple products since Apple Shuffle, iPod, and all the way now to MacBooks and airpods, this is the first time that Apple wouldn’t even try to fix their thing"
6944,1.0," This really pissed me off, I will never recommend anyone to even think about buying their airpods (or pro) simply coz these are bad quality, and the manufacturer will def drop the ball if anything would happen"
6945,5.0,"These are great headphones, I wear them working out and at work and the sounds is great"
6946,5.0," They aren't noise cancelling, but I haven't noticed any issues with it at the gym or at work"
6947,5.0," Sometimes they cut in and out so the connection can be weird, but that may just be my phone, and it's only happened 2-3 times"
6948,5.0, I recommend airpods to everyone I know
6949,5.0, Very convenient to wear and stay in my ears perfectly
6950,1.0,Received the item and the left ear bud didnt work at all
6951,1.0, returned the item
6952,1.0, getting a replacement and we'll see if this one works
6953,1.0,Update: the replacement pair came in and they work just fine
6954,1.0,Says new but they are used
6955,1.0, Someone’s name
6956,1.0,Came up when linked to my phone
6957,5.0, I got these for my 11 year old for Christmas
6958,5.0, He absolutely loves them
6959,5.0, They charge quickly and hold a charge for a while
6960,5.0, My son plays basketball and can be rough
6961,5.0, They work perfect despite being dropped
6962,1.0,"I own many apple products, from phones to iPads to watches to AirPods"
6963,1.0,"I bought 2nd generation AirPods for my son, at the time they were the latest model"
6964,1.0,I have never needed to contact customer service at Apple until now
6965,1.0, It was the worst customer experience ever
6966,1.0," After seven months, the AirPods were no longer functioning normally"
6967,1.0, It took 2 1/2 hours on the phone to find out that I needed to spend $150 to get my warranteed product replaced
6968,1.0, They promised to reimburse me
6969,1.0, But this was not an acceptable solution for me
6970,1.0, I had to spend $150 just to mail back the product and get a replacement
6971,1.0, Then I was told I would be reimbursed
6972,1.0, That price is more than the AirPods are worth today
6973,1.0, And I was told I could not speak to anyone higher up
6974,1.0, I am severely disappointed in apple’s customer service
6975,1.0, And I will rethink any further Apple purchases
6976,5.0,I ordered my husband a set of AirPods
6977,5.0," When delivered, the postman did not follow instructions on where to place packages which are posted all over my place"
6978,5.0, The AirPods were chewed by a dog
6979,5.0, I called amazon and they replaced the set quickly sending me a return label for the damaged one
6980,5.0, I appreciate their fast customer service and that this we resolved so well
6981,5.0, I will continue to order
6982,5.0,"As far as the actual AirPods, I don’t know why we have lived so long without them"
6983,5.0, They’re “smart” switching on when I put them in my ears
6984,5.0, They have a long battery life and great sound
6985,5.0, Love them
6986,1.0,This is my second time buying these airpods because i lost one of pods last time
6987,1.0, But i won’t lie there was a probably with my old pair which i got from the same buyer
6988,1.0, Like the fact that the right bud wouldn't charge sometimes or bluetooth just wouldn’t work
6989,1.0, Now i’m having the same issue and its not even two weeks in since i got these
6990,1.0, Do yourself a favor and get them from the apple store instead
6991,1.0, These are fake
6992,1.0,"Bought a pair off Amazon, and had a lot of connectivity issues"
6993,1.0, Took it to genius bar apple and they replaced both headphones and now the right ear is good volume and the left is nearly non-existent
6994,1.0, don't buy into the hype of apple airpods bc its a lot of money for mediocre product and expensive to replace and because its apple
6995,1.0, There is high demand for support of products which delays service you need to fix issues
6996,1.0,"Update since last review, the right airpod has now gone out"
6997,1.0, Not even a year old and totally worthless
6998,1.0, Worst pair of headphones I've ever had
6999,5.0,This is the real deal
7000,5.0, I thought it might be a copy but no It is Apple
