,name reviewer,review title,rating,review_body
846,Stan,"If you own multiple Apple Devices, it's the way to go",5.0,"So many debate the price and sound quality. I'm not going to do that. I know if that is all you care about you can find better. If you own multiple Apple Devices, it's the way to go. I have a MacBook, Ipad, Apple watch, and Iphone. It switches so easy between them. I use wifi calling a lot and can use any device to do this even when I forget my phone somewhere else. That is why the easy device switching is important to me and it is faster than previous generation."
847,Mike T,Not so Good!!,1.0,When I receive them open the box they came just like this looks like they’ve been used and they were broken so only 1 worked didn’t really get to try them out very disappointed
848,Yasemin,They suck about after a year,2.0,"Even though I’m sure to keep my AirPods clean, after a year, so much earwax has been jammed into the AirPods that audio is significantly quieter. Not worth the money. No noise cancellation which is pretty standard at the end of 2021. Battery is great. The AirPods last for a long time but the case starts to deplete faster as you use them. The microphone is horrible. If I had a dollar for everytime I was told I couldn’t be heard, I would probably have AirPods Pro’s anyway. I feel there are better options than these. If you want to spend some extra money, the AirPods Pro’s are a good choice. Silicone tips (which would prevent the earwax issue), great noise cancellation, better microphones, recent. Conclusion is, they’re great for about a year but unless you don’t produce earwax, they start to get quieter."
849,T Santi,"Easy, pratical and light",4.0,"I really like over the head, noise canceling headphones, but it gets pretty hot over the summer in LA, so I can't wear them as often as I would like. I decided to try the AirPods after several recommendations from my friends. It doesn't cancel external noise, but they feel weightless and they are incredibly easy to set up. The battery lasts a decent amount of time and the charging case is small enough that you can keep it in your pocket. They fit really well. They don't reproduce low frequencies as well as over the head headphones, but they don't sound bad at all. A great buy for non-audiophiles."
850,Krista T,Apple AirPods with charging case,5.0,"I love my AirPods so far! I have only had them for a few days but they have been great for listening to music. The sound quality is amazing and I have had no problems with connecting to my iPhone XS. They connect as soon as I put them in my ears, which is very convenient. They connected right away to my iPad with no problem as well. Battery life is excellent. No issues with that after hours of listening to music. So far I love them and am very happy with my purchase!"
851,LC,Would buy over and over,5.0,Had Gen 1 and used them everyday for 4 years. Picked up these. Same function just as good.
852,Deborah Miller,"Good earphones, they live up to the hype",4.0,"I really like them, and I think they live up to the hype. I love being able to keep my phone in my bedroom and still being able to go to the bathroom while still hearing my music. The battery life is really long, longer than I thought. The case is small and sleek and the AirPods are also small and look good. They may not work for every ear type, as it fell out of my small ears for a while before I got used to them. Pretty easy to connect to my iPhone and they sound nice. I love the features where it stops when you take one out!"
853,SantaTim,Excellent ear buds,5.0,I love love love these. Was hesitant to purchase because of price. Wasted $30 on cheaper version and they lose connection a lot and have to turn phone off and on to re connect. These have performed flawlessly. Can set tap control to preference. I det my right to play/pause and left to skip. Excellent.
854,Some Guy,Meh,2.0,"Not as great as I hoped they'd be.
Upon buying them, you'll have three more things to keep charged all the time.
Supporting software makes it difficult to know precisely how much charge is in either of the three devices (two air pods -- and the charging case).

You'll also be constantly worried about losing them. When you do, Apple will make you pay for the replacement... not cheap, either.

It's hard to wear them for a long period of time -- they start to hurt your ears after a while, as they are only made of hard plastic."
855,G. Tracy,Sometimes the newest is not the best,5.0,"I love the 2nd generation AirPods...prior to purchasing them (to gift them to myself for Christmas), I used my wife's...I also asked the young members of my staff for their opinion of the newer-generation AirPods; who unanimously endorsed the 2nd generation over the 3rd and 3rd (pro) generations...sometimes, the newest is not necessarily the best!"
856,capz9999,Perfect,5.0,"This is like my third purchase of the air pods 2. I end up giving them to my kids and then buying another pair for myself. I’m not sure why, but these things seem to sound a lot better than my air pod pros. The bass is much deeper, producing a sound I appreciate a lot more. Weird, cuz I always hear the critics complaining about the opposite. Lucky me I guess!"
857,KerryAnn Hamilton,So far so good,4.0,"My sister asked me to order these for her. She seems to like them quite a bit as when she’s home she appears to always have them in. The sound quality is good, and the battery life appears to be good as well. Not sure about the noise cancellation feature so cannot comment on that.
They didn’t arrive the first time it was “supposedly shipped”, so I had to get a replacement which arrived on the expected date. Thanks."
858,Ja’Lena Serrano,Great buy!,4.0,"Loveeee!!!

Update: about 3 days later I notice a spot on the back of the AirPods case that looks as if the paint has rubbed off but was repainted with a darker color (see photo, right above thumb), I hadn’t noticed this until yesterday! I’m starting to question if they are the real Apple AirPods because of the other reviews. They work well, but they are cheaper than the ones on the apple website and I want to know why"
859,Whitni P.,Warranty Team Won't Reply,1.0,The left AirPod for these won't connect to the charger. We contacted Apple and they said we had to contact Amazon for them to honor the warranty. I contacted the Warranty Questions team and they will NOT reply. Our year warranty date is approaching and this is incredibly frustrating they won't reply and get this taken care of.
860,Alexis,Easy to use! Makes life much easier without wires.,5.0,"I was super hesitant to buy AirPods. I thought they were aesthetically I’m appealing they reminded me of Qtips! But I ended up actually really loving these!! They charge super fast and they aren’t IN my ear. Once you open the case they were automatically connected to my phone. I didn’t have to do any setup. The cons are they are not noise cancelling and you have to take them out to talk to someone unless you can hear through them. My bf says they fall out a lot. I think everyone’s ear anatomy is just different. I had The Jabra elite active 65t and I didn’t like stuffing them into my ear every time and they’d fall out. Yes, they were noise cancelling and had this cool hear through function but they wouldn’t stay in, especially my left ear."
861,Elisa Joy,Great for the Price,5.0,"If you buy these make sure when you buy it says sold and shipped by Amazon. Do not buy from other sellers because you will get fake AirPods. If you buy from Amazon you will get authentic AirPods for less than you would buy at Apple stores. These have great sound and great battery life. Of course, the more you use them the quicker the battery life would diminish. These are great if you iPhone 7 or greater because there is no earphone/headphone jack and can make it so that you can listen and charge at the same time. A main reason I got this."
862,Puddin N. Tain,Jury still out,3.0,"I expected to be jumping for joy when I put these pods in my ears. The sound is fine, not superior to my wired ones. I tried to adjust volume by asking Siri to lower the volume and her reply was it’s already high. Tres confusez.
I’m hoping minor headaches are not a permanent part of the joy of using them.
I’ll update when things change."
863,Migdalia,"Save time, buy new",2.0,"I thought I grabbed a good deal but it was too good to be true.
At first when I would take the right AirPod out of the case & it would pop up on my notifications, it would glitch as if was unsure if I took it out or not. & an update was giving hoping it would fix the issue but it did not.
I ended up putting both headphones on and it sounded like a bad stereo. The music wasn’t synced. It was just a hot mess. Returning"
864,Olivër,I like them. I’m trash lowkey.,4.0,"It’s been about three months since I’ve been using my AirPods and aside from memeing with them on the daily, I’ve enjoyed them a great deal. They work really well; the mic transmits my voice well when I call and the sound quality as well as latency is basically the same as using good quality wired earbuds (but much more comfortable in my opinion). They don’t fall out btw. One thing I’ve noticed is that the case and AirPods are prone to getting weird dirt particles attached to them (like fibers from my pockets end up in the case) and stains are a pain to clean. They are white after all soooo makes sense.

Although the sound quality is really good; around this time I’ve started experiencing weird disconnects and lag. Like the signal is getting disrupted but it only really happens when I’m on break at work. At home or when I’m out and about nothing really happens except for a long delay before they sync with my phone. Battery life seems okay; but I think it’s bothersome how I basically have to always leave the case and pods on a charger or they die when they’re not in use. The case I kind of get, but I don’t know why the pods get drained when they’re not connected/playing. Overall I’m satisfied with my purchase; the slight cons don’t really change much for me since I mainly use them when I’m making commutes from home to work or from my room to the bathroom. If you’re an apple person or you wanna buy them just so you can be like “sorry; i didn’t catch that. airpods.” Then go for it. Pop off."
865,D,Need more tap control functions,3.0,"The best thing about these earbuds is how easy they are to use, specifically how they automatically connect to and switch between the devices you’re using. Can seamlessly switch from iPhone to laptop to iPad.

The shortcomings of these earbuds include:
1. Although the tap controls are customizable, there are some key functions that are missing. Mute/unmute is the most obvious missing function.
2. The sound is good, but far from great.
3. The charging case is very slippery, making it very likely that it will slip out of your pocket. I lost my first pair of these because the case slipped out of my gym shorts pocket when I sat down."
866,Ryan,Great Wireless Headphones,5.0,"I considered buying the new Air Pod Pros but when I saw that I could get 2 pairs of these for the price of 1 Pro, I ended up doing just that by buying a pair for my wife and I. While I am sure the noise cancellation feature in the Pros is great, these work perfectly well for our needs, and particularly good and handy for talking on the phone. My wife and I also used them on a plane and while we could definitely hear engine noise, we were both happy with the sound/quality and even more happy with the price."
867,Duane And Amazon is the place to get it from.,Price and technology,5.0,"I have had AirPods since day one, after 4 years the battery went dead. 4 years so that speaks for the value and the endurance of the product. On top of that Amazon comes in at the absolute lowest price you can find ! Buy them and I promise you will not regret the purchase!
Amazon is the the place you want to purchase this product, you will not find a better price or product guarantee"
868,LEG DMD,Great sound,5.0,"I use it predominantly playing golf, which does stress the limits of the device. If I move too far from the iPhone it’s linked too, it’ll cut in and out, or off entirely. It’s not a fair criticism, but it’s my particular use. It’s also odd, when at a distance, the music will tune in and out depending on the position of my head while putting. Again, most people won’t care, but if Apple can improve this, it’ll probably help in other situations. Great sound otherwise and the earbuds are very comfortable over long usage spans."
869,tedga77,Amazing,5.0,It took me a long time to buy into these wireless earphones. I had another pair and quite frankly the pairing to the Bluetooth was terrible sound quality wasn’t great and the battery was awful. I finally broke down and bought these and could not be more impressed. The sound quality is great and the battery life is amazing
870,mayshell,Worth it!,5.0,"I got these for my daughter for Christmas. I really wanted to spend less and buy another brand, but..you know. She wanted the ""real deal."" She LOVES them. I tried them on and couldn't believe the sound quality. Two of the best features: You can charge the case, she can charge her pods on that case. Also, she has found a way to track them if she can't find them. I'm glad I paid the extra for these - the extra price was worth it. She wears them a lot!"
871,DE,I was in love but then 7 months in..,2.0,I loved them! So much! So in love like the honeymoon phase. Then almost 7 months in the left earbud barely has sound. The sound is so low like a whisper. I’m so sad. I spent so much on these babies I should have bought the fricken warranty. I’m so annoyed 😒 just my luck I would get the dummy ones that only last not even 7 months
872,Kaleidoskope Media,Apple Earpods: Still Great After All These Years,5.0,"Simply a nice upgrade to what I had purchased before. What a difference an apple product makes. OK, so here's the choice: Charging case with a cable or via wifi? Needless money spent there! I just plug the little case in, no issues there and just 1-2 times per week. These are the first generation and for my ears, they are fine, they fit. I am very happy with NOT spending more and getting such a quality earphone. They have worked fine for zoom meetings, walking conversations, and for watching movies at home from my ipad. They easily pop up on your bluetooth screen for whatever device you are using. Just choose ""studio earpods"" on your screen and they will begin."
873,Flower S.,Love my EarPods,5.0,"I had AirPods 2 years ago gifted from friend. I love the wireless & battery life. The sound quality & removing one ear to stop it from playing..I just don’t like any other wireless earphones. My AirPods gave out they been through a lot the past 3 years. One ear stopped working , I saw this on sale & purchased it last night got it this Morning. Love it! Also I got the warranty doesn’t hurt to have protection if one ear fails."
874,Dan A,I LOVE the fit of the Apple AirPods,5.0,I originally purchased the Apple AirPod Pro's or whatever the noise cancelling version of these is but I didn't like the fit of those at all. I really like the way the Apple AirPods fit in my ear and they are so light I can hardly tell they are there but they fit snuggly so it would take a lot to dislodge them. Just be careful taking off a sweatshirt or shirt as they will fall out.
875,Retro Patty,These airpods made me the “Best Gigi Ever”!,5.0,"These Apple airpods were a Christmas gift for my teenage granddaughter and she told me they are totally awesome. She uses them all the time, and the noise cancelling feature cancels the family voices right out. We now have to make monkey motions or stand on our heads to get her attention. Oh, and the battery life is great!"
876,Carlie Scharing,Why do we keep buying these,2.0,"This is my second pair after losing the first. Why for the love of god do we keep buying this product after losing them easily and they stop working so quickly. I can’t tell you how many troubleshooting videos I’ve watched for these things. I’m moving on. Apple - be better, your quality has absolutely tanked over the years"
877,Michael M,Love it!,5.0,"For ear buds they're great! I don't know if it's Apple Music or Airpods but some of the music I've been listening to for years sound a little different, they're much clearer and the mix is a little different, in a good way. It's like listening to them for the first time. Heads up though: you can't use the airpods as a microphone if you want to use it to make videos or speak into your voice recorder. They won't work."
878,Peter,Beats Airpods 3,5.0,"I bough Airpods 3 from Apple directly and returned within a few days. I was hoping to upgrade from Airpods 2 but they had a terrible fit. Airpods 2 have a great fit, good battery life. The sound is okay not that great for music compared to Airpods 3. But the fit to me is more important. Airpods 3 causes ear pain and falls off from ear compared to 2."
879,Riyam Al foudi,Scam,3.0,The AirPods them themselves are gen 2 but the AirPods case in gen 1. To be honest I regret buying them from here I should have bought them from the apple store. I know this b/c the light is on the inside and not outside of the case. Also the serial number if you search up the serial number on the case it shows up airpods gen 1.but for the AirPods themselves it shows gen 2. Like I just wanna know why would anyone do this especially Amazon. This is a crazy scam to be honest
880,Ryan Garrett,"Quality, Genuine Airpods",5.0,"Great experience! Second pair, as the first ever pair I had got destroyed by my washing machine... oops. Overall great headphones, they're real yes. Sound great, I wear them at the gym and while working (office work) and the battery life has never been a problem for me. I workout for about 2 hours and they aren't close to dying, and then I put them in the case and I'm good. Got them on sale for about $100 so it was a good deal!"
881,Barbara Evans,Not new,2.0,"Opened it for the first time and Bluetooth’d to my daughters phone and it says “daddy’s AirPods”

These were told they would be new.... they obviously aren’t."
882,MJ,Wonderful and works well with Galaxy S9,5.0,"I have the Samsung Galaxy S9, and these pair well with the phone. Definitely NOT noise cancelling which is fine (for use at work, or wherever it is important for me to hear ambient noise). However, I use my Bose Soundsport wireless for the gym and other places where I want noise cancellation.
The airpods are not snug in my ear, but so far they have not fallen out - though I am hesitant to wear them jogging. The Bose are better for that. Overall, a very good product."
883,Teq,Awesome,5.0,"First, I bought “cheaper” brands because I didn’t want to spend $100+ dollars for headphones! However-I needed up spending MORE because the Cheap Ones didn’t Work!! So, Finally just ordered these. WOW, What a Difference! LOVE that they turn on IMMEDIATELY when u place into your ears. Sound quality awesome. Battery life not as long as I’d like~so I bought 2! Now I ALWAYS have a fresh pair to use!! I should have bought these FIRST and been done with the Hassles. Don’t make same mistake I did."
884,Obrian Vidal,Disappointed,1.0,At the beginning the AirPods were great. But after 3 weeks the sound got lower and lower. If I have my phone on medium volumen I can’t hear anything. I have to have them on high volume to be able to hear the music. At the beginning it wasn’t like that. And I have tried other headphones and the other headphones work just fine with my phone. So I’m sure it’s the AirPods. I will try to go to the Apple store to see if they can fix them.
885,PK,Love them,5.0,"I think they're great. I've tried a couple of others trying to save money. My main purpose is to use them for phone calls. People that I spoke to with other cheaper models by other manufactures allowed me to hear ok but callers on the other end said the quality was terrible. With these, people on the other end say that the quality is perfect. They're great with music too."
886,karen kemper,Short Battery Life,1.0,"this set of airpods has never given more than 45 minutes of battery time and now, just over a year of use and I am getting only 20 minutes. I find that unacceptable.short"
887,Cathi Turnbull,3 years still going strong,5.0,"Very good earbuds, I’m very picking about earbuds since some hurt my ears but I’m able to wear these for hours and forget that I am even wearing them. One problem is that when I first got them they wouldn’t charge and they would randomly disconnect and randomly connect for no reason. Hasn’t happened in 2 years but it was a problem that is still happening to people that buy these AirPods. Still highly recommend them"
888,Dru W.,Probably works much better for office types or casual use,2.0,"Plumber by trade. Would not recommend if you work manual labor. Thought Apple made good products, but I would recommend getting the cheaper type earbuds. These didn’t last me 4 months. Volume just gets lower and lower with each week of use, mic is not working as good either. Tried to keep them clean every day but I can’t stand the fact that I can no longer hear anything add more than what seems to be 25% volume. Pretty disappointing an apple. Love my phone though"
889,JL,Great - when they work. Which is rarely.,1.0,"First, they don’t stay in my ears. Second, the case looks like dental floss. Third, the battery life sucks. Fourth - and the BUYER BEWARE - is the left AirPod stopped working after 1 month. Google “left AirPod not working” it’s been a chronic problem for YEARS!! So far none of the fixes have worked - resetting, restarting device, etc. Fifth. The phone says both L and R are charged 100%, but the iPhone podcast app says the left is 5% charged. Don’t recommend. Regret the purchase. If Apple remedies the problem, I’ll revise the review. They’d be great - if they worked. Disappointing."
890,Symone wilson,Stupid little things,5.0,"Worked for a while, now when using the dictation it puts words I am not saying anywhere near, the battery life is the worst and it will answer calls with the slights of sounds resulting in 12 unwanted phone calls at difficult times (a screaming melt down of a 3 year old figuring out boundaries isn’t a time to talk thanks a lot headphones)"
891,Fully,Challenging to keep them in my ears,4.0,"I like that they don't have a chord, but they could be improved by making them easier to stay in my ears. I'm used to in ear monitors that fit snugly down in my ear canal. It has taken me a couple of weeks to figure out the best way to put them in my ears, so they don't fall out. The noise cancellation is nonexistent. I have some bluetooth headphones that work much better than these. When I'm wearing these airpods I know if someone is talking to me. If I want to drown out the noise, I'll have to wear my headphones instead."
892,kaguinn,2nd Pair of Airpods,5.0,"I lost my last set of Airpods after three years...the battery life was getting bad, so I was happy to buy another pari while waiting for the new Airpod Pro's to be back in stock.
I really love these headphones. They stay in my ears (even while running a 1/2 marathon) and have great sound quality.
They charge fast and last for several hours while listening to books podcasts etc.
They are worth the $$!
Just don't lose them or it will break your heart. Luckily I got them quick with PRIME!"
893,Haley K.,Right Headphone Will Not Charge,2.0,"I've had issues with the right Airpod since I purchased these. It always dies way before the left Airpod. I have tried cleaning it and the case. I have tried repairing the device and all of the other Apple suggestions on what to do when this happens. Nothing has fixed the problem. I try charging just the right Airpod at times and my iPhone will say it i fully charged but then I will only get about 5 minutes of listen time before it dies again. Not sure if I got a faulty pair, but it is really frustrating since I spent so much on these."
894,J. Champagne,Can’t believe I waited so long!,5.0,"These air pods are much more comfortable than I imagined they would be and the sound quality is fantastic! I’m very pleased with this purchase. I let my hubby check them out and he looked at me and said, “Get me a pair”! Looking forward to sharpening my beginning French skills and listening to awesome music. Great bargain!"
895,Vasu,Can’t go back to wired headphones once you buy them,5.0,"Finally got the AirPods after months of denying the need for it. If you are a MacBook user and upgrade to any of the iphones post iPhone 6s, you’ll end end up with headphones that work with your phone but not the MacBook Pro. So annoying, Apple! So eventually you’ll have to get the AirPods to solve the problem (so that you don’t carry the dongle everywhere only to lose it).

Now the actual product review - good design allowing the headphones to charge while in the case. These work best for just about everything except workout (coz sweat may spoil them) and flight travel (no noise canceling)."
896,DKS,Great quality,5.0," I've wanted wireless headphones since before airpods became a thing. These are exactly as promised, and came sealed in a white apple box. They hold a charge for like 8 hrs of continuous use and I've had them about a month. I love to take them on walks with me so I can listen to podcasts. I've used them on phonecalls and haven't had an issue."
897,Luis fernando almazan Hernández,Llegaron con bastante suciedad,1.0,"Me acaban de llegar mis AirPods y vienen totalmente sucios

Con varios rayones
Descargados

Boy a poner a cargar para revisar si funciona bien

Desepcionado"
898,Prof Cat,Serious deteriorating connection issue,2.0,There is a serious deteriorating bluetooth connection issue with iPhone (11 pro). It becomes more and more common after half year of use that iPhone shows the airpods are connected but the sound still goes to speaker; or there is no sounds in either airpods or speakers. It's unclear what's the issue. I typically have to try turn the bluetooth on and off several times before it's back to normal state.
899,jeffrey colman,Great pair of headphones,4.0,"I am loving my new Airpods, and I do not even have an iPhone! These are just great headphones and they are so much less expensive than the newest latest and greatest model!

One thing I would recommend is to buy those little ear hook things that help the ear bud stay in your ear. These are especially helpful when using the Airpods for working out/running.

Otherwise, the case fits conveniently in your pocket, its lightweight, battery life is great, these are perfect!"
900,Julie R.,Didn’t work properly after only 5 months,3.0,Have sent in 3 times for repair. First time only had for 4 1/2 months. Left AirPod sound muted. Nothing I have done. Returned to Apple they “fixed” it but now 2 months later same problem. Sending back AGAIN. Ridiculous after spending over $100 on them. Not worth it in my opinion.
901,John,Must have for apple users,5.0,"I am an apple fan, and the airpods is a no brainer when it comes to wireless earphones if you adopted the apple ecosystem. I really like the feature where it auto connects to your apple device when taken out and also it remembers which apple device you last listen to and connects to that. Also the auto pausing feature it has just puts it way ahead of other competitors. And not to forget the image upgrade it brings to the person wearing it. Definitely a buy!"
902,karina,Love these AirPods!,4.0,"(READ ALL)I bought these AirPods off of Amazon, for my daughter’s birthday, She was so happy and excited. I was a little worried of them being fake or not working properly or anything like that. But I was completely wrong they work amazing the sound quality is great. To be able to get both of your AirPods charged equally make sure that your charging case is fully charged. And then overnight place in your AirPods insider charging case that way you have your AirPods and AirPod Case charge for the rest of the day. I have not had any technical difficulties so far with the AirPods. They are very comfortable, they don’t slip out MY ears.
In my opinion these are great!! If you go out a lot and love listening to music and don’t want to have wired headphones and having the wire dangling around, this would be a great option for you if you love going on runs, or just in general go out a lot And wanna listen to music these are great. Love them and would recommend you to buy them!! (They also work amazing with phone calls)!( also the button on the back is to turn it off and on) The sound quality on this is amazing it doesn’t have the best noise cancellation but if someone’s talking to you you probably wouldn’t hear them but sound is amazing and it’s loud enough!!"
903,DjFromLA,Design Could be much Better,3.0,"These seem a bit larger in the ear than the earphones that come with the phone. They are tight fitting with no way of adjusting the fit. Right ear started hurting as the airpod felt like it was pressing against the cartilage of the ear. Strangely they feel so tight that my ears begin to hurt after 30 min of use, but also they feel like they will fall put of the ear because they are super smooth. I should have waited for the air-pod pros. I was going to give these to the girlfriend, but she doesnt even want them. Do not fall asleep with them, woke up from ear pain."
904,Loth,Awesome😊😊,5.0,"I’m so glad I got these after holding off on them for so long😎 I had some Bose SSW earbuds before these and honestly, these are significantly better IMO. I’m gonna keep this short so here are the 3 main things I love;
1. Instant pairing
2. Sound quality (phone calls, music, movies)
3. Find my AirPods (only works if it’s connected BUT you can still get the last known location)"
905,Danny K.,Hard to keep in MY ear,4.0,"I like them a lot and get pumped by the music, but I have always had a tough time keeping any ear bud or earphone
in my ear, I always needed the soft silicone pieces to stick. I don't know if there is a way to get a soft cover over these
to help me keep the air pods IN.
UPDATE: Just bought a pair of ear hooks that loop over the ear and NOW I can listen to air pods and enjoy
the sound while I workout or do lawn work. I wish the ear hooks were around 2 years ago when I first bought them."
906,Marc,2nd Pair,4.0,"There's not much bad to say. They work great, the pod charger thing is a a great idea.

Problem is, with careful use, my last pair lasted about 14 months before they just died. That's way to short a life span.

Still, when it comes to usage, it's better than anything like it. Sigh. I hate you Apple. Now take my money, damn you!"
907,Amazon Customer,"If you like the tried and true wired, you'll like these",5.0,Ive never been able to find a good pair of rubber tipped headphones that fit or stay in your ear while active so the wired Apple headphones have always worked best for me. I got a new phone with no aux port so had to switch to wireless. These fit the exact same as the normal wired headphones that used to come with new iPhones. Good purchase.
908,ReneeC,New favorite thing!,5.0,"Love how they fit. Like that I can listen to one while the other charges. Never without battery life. Love the case. Nice and sturdy.
Great for while you’re working you can answer phone calls or send and receive texts with a tap on your ear! No more digging for my phone just to see it’s a spam call!
Extra bonus…got them on sale!"
909,Dman 721,official Apple product. the AirPods are version 2. Registered them with Apple after purchase.,5.0,These are the real deal Apple AirPods 2. The headphones themselves are the newer version 2 but the case is just the older style and not wireless charging. I really didn’t need the wireless charging so I just went with these. Works great and the battery life is stellar. I use em all day and only have to charge every couples days. Would definitely buy again.
910,SWB,Happy with these,5.0,I almost bought the third generation but had concerns about them fitting or staying in my ears. These are a great product and the price was far less than on the Apple web site. They link quickly to my devices and have good sound quality. They also came on the day I ordered them. Very pleased with this purchase!
911,Judy,Love love love!,5.0,"They fit well, are convenient, and the battery life is surprisingly long! I get 2-3 charges from the case which lasts me 2 days, but I literally have my airpods in 24/7. I am an avid runner and these stay locked in my ears the entire time!
I've had a tiny bit of issue where sometimes (rarely) one airpod won't play anything, but putting them back in the case and taking them out again fixes it.

The only downside is that since I have long hair and these are wireless, people will try to talk to me and I won't hear them, giving the impression that I am ignoring people and being rude."
912,LHL,Barely lasted 2 years!,3.0,"Really makes me angry that Apple has proprietary stuff, and then it doesn’t work. These lasted about 20 months before beginning to have connective issues intermittently. Now the right one won’t work at all. So now I’m stuck blowing away another $200 bucks to replace them. That’s b.s. And not the only one complaining about this."
913,HPE,Not great for hearing impaired? Correction - Now Great for hearing impaired on phone (but not mac),5.0,"In my original review I noted that the airpods are very comfortable and convenient to pair with Iphone and computer. They seem to be optimized for music, where they sound pretty good. However, they were problematic for listening to voices on telephone or zoom. Voices were muddy. But today I discovered that you can do a custom adjustment on the iphone (settings>accessibility>Audio/Visual>Headphone Accommodations - yes it's buried deep). With that I now get voice sound on telephone and on zoom (using the iphone for zoom) that is great. The only problem is that I can't find any way to get that adjustment when I am using the Airpods with my macbook pro. Zoom on the mac is very muddy voice. Apple, please address that."
914,GeoMan,Genuine Apple product,5.0,"Works perfectly. Love them. As far as Apple AirPods in general, I wish the tapping controls had more functionality but in general I love the look and feel and quality experience of them. Yeah. If I lost these I’d buy another set. But, I also keep my wired buds and also a cheap Anker wireless buds that give more control over the functions. They all sound good and all have their uses."
915,Kathy S,Great product for the money,4.0,"I got these for a substantial discount. So I wasn't expecting them to be wonderful. The sound quality was excellent. The noise cancellation was very good. The battery life was average. And I have a hard time keeping them in my ears. But they work and for the kinds of calls that I do, they are sufficient. But if you want something for exercising or longer listing periods, probably not your best choice."
916,C. Gray,These hurt like hell even after they fall out.,1.0,"I've tried for two weeks to get used to these airpods. Bought some silicon covers to help hold them in my ear. As the silicon warms up, they fall out anyway. Just slip out without any encouragement. And even though they don't fit snug enough to stay in my ears, they are miserably uncomfortable. I wore them for a walk today and five hours later my ears still ache.

I liked everything else about these. :("
917,Tanya Schankey,Volume,1.0,You can’t hear out of them. You need to turn the volume all the way up and then the sound is so muffled and you can’t hear it clearly. Everyone around you can hear a muffled noise also when it’s at the top volume. My kids would rather use the cheap headphones that come with the phone rather than these. We tried fixing with tips on Fb and Apple. Nothing worked. I bought 2 of these for my kids and they won’t even use them. So disappointed.
918,Kandee,I guess they are pretty good...,4.0,"I didn't even consider buying AirPods for a while, as there are definitely many more affordable options for bluetooth earphones. However, I never seemed to be fully satisfied with the other options I tried. The sound quality is great, they connect flawlessly and I love that it's easy to switch between devices.

My only concern is that I have smaller ears and thick, puffy hair. I sometimes find the AirPods will get loose due to the fit or getting caught in my hair. Not a deal breaker for me, but I can't see myself wearing them when I'm too active because I'm fearful I may lose one."
919,LL,AirPods stopped charging,2.0,"After the second time I tried them, the left airpod would no longer charge and had to bring them to the apple store. The apple store representative told me the AirPods were defective and that I needed to contact Amazon to get them replaced. Talked to Amazon and they are replacing them. Apple needs to fix this charging issue with the AirPods stems because they don’t last very long or are defective or cheaply made."
920,Felix Shim,Amazing ear buds!!,5.0,"I have been an Apple fanboy since they came out with iPods. These little guys are amazingly light weight, sound quality is amazing, and I can have in on for most of the day without worrying about the battery life. I did not get the noise canceling ones, but with these on I can hardly hear other noises around me. Must have item in my opinion."
921,Marcia,"Excellent sound, and frees user up from being tied to their phone!",5.0,"My first pair lasted just about a month and the left one failed...no more sound in L AirPod.

I called AMAZON and I had a new replacement within 2 days! This second pair works great so far.

My son has had these for several years and has never had a problem with sound or charging. He steered me towards this product and I am glad!

So much easier to be using the AirPods for phone calls and not having to hold my phone anymore or use the speaker. I hear well with these and I can walk away from my phone to attend to something I need to do. Others hear me well when I am conversing with them on the phone while using the AirPods.

Very good product, excellent Amazon support for first 30 days or so on this item and then continued support is available through Amazon."
922,G Mitchell Allen,Probably the exception,3.0,"I've had my AirPods for about 2 months and I've had some discomfort with the left one. I figured I'd get used to it and discovered today that I have a small cut inside my ear from an uneven seam on the AirPod.

On the plus side, the sound quality is great and I like the functions available through the AirPods. If you're new to AirPods, take the time to go through the Tips section on your iPhone."
923,Brian,Works well.,4.0,I prefer how this earbuds fit in my ear but YMMV. Sound is decent enough for music and podcasts. Battery life could be a bit better but the case and earbuds charge fast. Occasionally I have pairing issues with my iPhone 11 but it’s a quick fix when it happens. Next to no sound isolation so if that’s a priority for you look elsewhere.
924,CMH,Buy directly from Apple,1.0,"I've bought two pairs of airpods. The first was last year for my boyfriend. They work great and he's never had any problems. I bought a pair for myself and it would never connect to my phone or charge and I was easily able to return/exchange. Now I'm on my third pair and they were fine for about 2 weeks, now the left one doesn't charge at all. Trust me I've tried everything humanly possible to fix it and I cannot, even when the case and airpods were full charged they died within 2 hours of use. Of course, the return window ended like 3 days ago. I really want my money back so I can just buy directly from Apple, these same fake. Don't waste your money."
925,Cynthia,Amazing,5.0,"I’ve wanted a pair of air pods since they first came out but never could bring myself to pay that much for headphones. Well I’m glad I finally did because these little guys are amazing. The battery life lasts almost all day for me, the sound is incredible! They don’t cancel out a lot of noise which is what I wanted anyways since I have kids and need to be able to hear them when they call for me. I think these AirPods are worth every penny because I use them everyday and I’m in love with them. Not a single complaint from me."
926,Kelly,Only One Side Works,1.0,"This is the second pair of air pods ordered. The right side won’t work. These were for my teenage daughter. She spent 2 hours on the phone with 7 different Apple techs to troubleshoot, only to find out that that the serial number on the box doesn’t match the air pods so they couldn’t help her. They said it the fault of Amazon for mixing up the box with the pods. We will be returning these. Not sure how that can happen."
